leagueMatchNb,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th
21,PSG,ASM,LOSC,ASSE,OM,SDR,OL,FCGB,FCL,SCB,FCN,TFC,OGCN,EAG,SRFC,MHSC,TEGG,VAFC,FCSM,ACA
22,PSG,ASM,LOSC,ASSE,OM,OL,FCGB,SDR,SCB,FCL,FCN,TFC,OGCN,EAG,MHSC,SRFC,TEGG,VAFC,FCSM,ACA
23,PSG,ASM,LOSC,ASSE,OM,SCB,OL,FCGB,SDR,FCL,FCN,OGCN,TFC,MHSC,SRFC,EAG,TEGG,VAFC,FCSM,ACA
24,PSG,ASM,LOSC,ASSE,OM,OL,FCGB,SDR,SCB,FCL,FCN,TFC,OGCN,MHSC,SRFC,EAG,TEGG,VAFC,FCSM,ACA
25,PSG,ASM,LOSC,ASSE,OM,OL,SDR,FCGB,SCB,TFC,FCL,FCN,OGCN,MHSC,SRFC,EAG,TEGG,VAFC,FCSM,ACA
26,PSG,ASM,LOSC,ASSE,OM,OL,FCGB,SDR,SCB,TFC,MHSC,FCL,SRFC,FCN,OGCN,EAG,TEGG,VAFC,FCSM,ACA
27,PSG,ASM,LOSC,ASSE,OM,OL,SDR,FCGB,SCB,TFC,MHSC,FCL,EAG,SRFC,FCN,OGCN,TEGG,VAFC,FCSM,ACA
28,PSG,ASM,LOSC,ASSE,OL,OM,SDR,FCGB,TFC,SCB,FCL,OGCN,MHSC,EAG,FCN,SRFC,TEGG,VAFC,FCSM,ACA
29,PSG,ASM,LOSC,ASSE,OL,OM,SDR,TFC,FCGB,OGCN,SCB,FCL,EAG,MHSC,FCN,SRFC,TEGG,VAFC,FCSM,ACA
30,PSG,ASM,LOSC,ASSE,OL,OM,SDR,TFC,FCGB,SCB,OGCN,FCL,FCN,EAG,MHSC,SRFC,TEGG,VAFC,FCSM,ACA
31,PSG,ASM,LOSC,ASSE,OL,OM,SDR,TFC,FCGB,SCB,OGCN,SRFC,FCL,FCN,MHSC,EAG,TEGG,VAFC,FCSM,ACA
32,PSG,ASM,LOSC,ASSE,OL,OM,FCGB,TFC,SDR,SCB,OGCN,SRFC,MHSC,FCL,FCN,EAG,TEGG,VAFC,FCSM,ACA
33,PSG,ASM,LOSC,ASSE,OL,OM,FCGB,SDR,TFC,FCL,SCB,FCN,OGCN,SRFC,MHSC,TEGG,EAG,FCSM,VAFC,ACA
34,PSG,ASM,LOSC,ASSE,OL,OM,FCGB,SDR,TFC,SCB,FCN,FCL,SRFC,MHSC,OGCN,TEGG,EAG,FCSM,VAFC,ACA
35,PSG,ASM,LOSC,ASSE,OL,OM,FCGB,SDR,TFC,FCN,SCB,FCL,MHSC,OGCN,SRFC,EAG,TEGG,FCSM,VAFC,ACA
36,PSG,ASM,LOSC,ASSE,OL,OM,FCGB,SDR,FCL,TFC,FCN,SCB,SRFC,MHSC,OGCN,EAG,TEGG,FCSM,VAFC,ACA
37,PSG,ASM,LOSC,ASSE,OL,OM,FCGB,FCL,SDR,SCB,TFC,FCN,SRFC,MHSC,EAG,OGCN,TEGG,FCSM,VAFC,ACA
38,PSG,ASM,LOSC,ASSE,OL,OM,FCGB,FCL,TFC,SCB,SDR,SRFC,FCN,TEGG,MHSC,EAG,OGCN,FCSM,VAFC,ACA
