leagueMatchNb,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th
28,LOSC,PARIS SG,OL,AS MONACO,RC LENS,OM,FC METZ,MONTPELLIER,ANGERS SCO,RENNES,OGC NICE,REIMS,BREST,STRASBOURG,BORDEAUX,ASSE,FC LORIENT,NÎMES,FC NANTES,DIJON FCO
29,LOSC,PARIS SG,OL,AS MONACO,OM,RC LENS,FC METZ,RENNES,MONTPELLIER,ANGERS SCO,BORDEAUX,OGC NICE,REIMS,BREST,STRASBOURG,ASSE,FC LORIENT,FC NANTES,NÎMES,DIJON FCO
30,PARIS SG,LOSC,OL,AS MONACO,RC LENS,OM,RENNES,MONTPELLIER,FC METZ,ANGERS SCO,OGC NICE,REIMS,BORDEAUX,BREST,STRASBOURG,ASSE,FC LORIENT,NÎMES,FC NANTES,DIJON FCO
31,LOSC,PARIS SG,AS MONACO,OL,RC LENS,OM,RENNES,MONTPELLIER,FC METZ,OGC NICE,ANGERS SCO,REIMS,STRASBOURG,BORDEAUX,ASSE,BREST,FC LORIENT,NÎMES,FC NANTES,DIJON FCO
32,LOSC,PARIS SG,AS MONACO,OL,RC LENS,OM,RENNES,MONTPELLIER,OGC NICE,FC METZ,ANGERS SCO,REIMS,ASSE,STRASBOURG,BORDEAUX,BREST,FC LORIENT,NÎMES,FC NANTES,DIJON FCO
33,LOSC,PARIS SG,AS MONACO,OL,RC LENS,OM,RENNES,MONTPELLIER,FC METZ,OGC NICE,REIMS,ANGERS SCO,ASSE,STRASBOURG,BREST,BORDEAUX,FC LORIENT,NÎMES,FC NANTES,DIJON FCO
34,LOSC,PARIS SG,AS MONACO,OL,RC LENS,OM,RENNES,MONTPELLIER,OGC NICE,FC METZ,REIMS,ANGERS SCO,BREST,ASSE,STRASBOURG,BORDEAUX,FC LORIENT,FC NANTES,NÎMES,DIJON FCO
35,LOSC,PARIS SG,AS MONACO,OL,RC LENS,OM,RENNES,MONTPELLIER,FC METZ,OGC NICE,REIMS,ASSE,ANGERS SCO,BREST,BORDEAUX,STRASBOURG,FC LORIENT,FC NANTES,NÎMES,DIJON FCO
36,LOSC,PARIS SG,AS MONACO,OL,OM,RC LENS,RENNES,MONTPELLIER,OGC NICE,FC METZ,ASSE,ANGERS SCO,REIMS,BREST,BORDEAUX,STRASBOURG,FC LORIENT,FC NANTES,NÎMES,DIJON FCO
37,LOSC,PARIS SG,AS MONACO,OL,OM,RC LENS,RENNES,MONTPELLIER,OGC NICE,FC METZ,ASSE,ANGERS SCO,REIMS,BORDEAUX,STRASBOURG,BREST,FC LORIENT,FC NANTES,NÎMES,DIJON FCO
38,LOSC,PARIS SG,AS MONACO,OL,OM,RENNES,RC LENS,MONTPELLIER,OGC NICE,FC METZ,ASSE,BORDEAUX,ANGERS SCO,REIMS,STRASBOURG,FC LORIENT,BREST,FC NANTES,NÎMES,DIJON FCO
