leagueMatchNb,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th
19,OM,OL,PSG,ASSE,ASM,FCGB,FCN,SRFC,SDR,MHSC,LOSC,OGCN,EAG,TFC,FCL,RCL,FCM,TEGG,SCB,SMC
20,OL,OM,ASSE,PSG,ASM,FCGB,FCN,MHSC,SRFC,SDR,LOSC,OGCN,EAG,SCB,TFC,FCL,FCM,TEGG,RCL,SMC
21,OL,OM,PSG,ASSE,ASM,MHSC,FCGB,FCN,SRFC,OGCN,SDR,LOSC,EAG,FCL,SCB,TFC,FCM,TEGG,RCL,SMC
22,OL,OM,PSG,ASSE,ASM,MHSC,FCGB,OGCN,FCN,SRFC,SDR,EAG,LOSC,SCB,FCL,TEGG,TFC,SMC,RCL,FCM
23,OL,OM,PSG,ASSE,ASM,MHSC,FCGB,OGCN,FCN,SRFC,EAG,SDR,LOSC,TFC,SMC,SCB,FCL,TEGG,RCL,FCM
24,OL,OM,PSG,ASSE,ASM,FCGB,MHSC,OGCN,FCN,EAG,LOSC,SRFC,SDR,SMC,SCB,FCL,TFC,TEGG,RCL,FCM
25,OL,OM,PSG,ASSE,ASM,FCGB,MHSC,EAG,OGCN,FCN,LOSC,SRFC,SCB,SDR,SMC,FCL,TFC,TEGG,RCL,FCM
26,OL,PSG,OM,ASM,ASSE,FCGB,MHSC,EAG,OGCN,SCB,FCN,LOSC,SRFC,SMC,SDR,TEGG,FCL,TFC,RCL,FCM
27,OL,PSG,OM,ASM,MHSC,ASSE,FCGB,FCN,LOSC,SRFC,EAG,SMC,OGCN,SCB,SDR,TEGG,FCL,TFC,RCL,FCM
28,OL,PSG,OM,ASM,ASSE,FCGB,MHSC,LOSC,SRFC,SCB,FCN,SDR,EAG,SMC,OGCN,TEGG,FCL,TFC,RCL,FCM
29,OL,PSG,OM,ASM,ASSE,FCGB,MHSC,LOSC,FCN,EAG,SRFC,SCB,SDR,SMC,FCL,OGCN,TEGG,TFC,RCL,FCM
30,PSG,OL,OM,ASM,ASSE,FCGB,MHSC,LOSC,FCN,EAG,SRFC,OGCN,SCB,SMC,SDR,TEGG,FCL,TFC,RCL,FCM
31,PSG,OL,OM,ASM,ASSE,FCGB,MHSC,LOSC,SRFC,FCN,EAG,SMC,OGCN,SCB,TEGG,SDR,FCL,TFC,FCM,RCL
32,PSG,OL,ASM,OM,ASSE,FCGB,MHSC,LOSC,SRFC,OGCN,FCN,EAG,SMC,SCB,TEGG,FCL,SDR,TFC,RCL,FCM
33,PSG,OL,ASM,OM,ASSE,FCGB,MHSC,LOSC,SRFC,FCN,OGCN,EAG,SMC,SDR,TFC,SCB,TEGG,FCL,FCM,RCL
34,PSG,OL,ASM,ASSE,OM,FCGB,MHSC,LOSC,SRFC,FCN,EAG,OGCN,SCB,TFC,SMC,FCL,SDR,TEGG,FCM,RCL
35,PSG,OL,ASM,OM,ASSE,FCGB,MHSC,LOSC,SRFC,EAG,FCN,SCB,OGCN,SMC,FCL,TFC,SDR,TEGG,FCM,RCL
36,PSG,OL,ASM,OM,ASSE,FCGB,MHSC,LOSC,SRFC,SCB,EAG,FCN,SMC,FCL,OGCN,TFC,SDR,TEGG,FCM,RCL
37,PSG,OL,ASM,OM,ASSE,FCGB,MHSC,LOSC,SRFC,EAG,SCB,OGCN,FCN,SDR,SMC,FCL,TFC,TEGG,FCM,RCL
38,PSG,OL,ASM,OM,ASSE,FCGB,MHSC,LOSC,SRFC,EAG,OGCN,SCB,SMC,FCN,SDR,FCL,TFC,TEGG,FCM,RCL
