leagueMatchNb,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th
21,ACA,TFC,FCSM,PFC,AJA,CNFC,HAC,NO,PAUFC,RAF,DFCO,EAG,QRM,SCB,ASC,SMC,GF38,VAFC,USLD,ASNL
22,TFC,ACA,PFC,FCSM,AJA,CNFC,HAC,NO,DFCO,PAUFC,RAF,EAG,ASC,SMC,VAFC,QRM,SCB,GF38,USLD,ASNL
23,TFC,PFC,ACA,FCSM,AJA,HAC,CNFC,NO,PAUFC,RAF,DFCO,QRM,EAG,ASC,SMC,VAFC,SCB,GF38,USLD,ASNL
24,TFC,PFC,FCSM,ACA,AJA,HAC,CNFC,NO,PAUFC,EAG,ASC,SMC,DFCO,RAF,SCB,QRM,VAFC,GF38,USLD,ASNL
25,TFC,PFC,ACA,FCSM,AJA,CNFC,NO,HAC,PAUFC,EAG,ASC,DFCO,RAF,SMC,SCB,QRM,VAFC,GF38,USLD,ASNL
26,TFC,PFC,ACA,AJA,FCSM,HAC,CNFC,PAUFC,NO,EAG,ASC,SMC,DFCO,RAF,VAFC,SCB,QRM,USLD,GF38,ASNL
27,TFC,PFC,ACA,AJA,FCSM,HAC,PAUFC,NO,CNFC,EAG,ASC,DFCO,SMC,VAFC,SCB,RAF,QRM,GF38,USLD,ASNL
28,TFC,PFC,AJA,ACA,FCSM,HAC,NO,PAUFC,ASC,SMC,CNFC,EAG,DFCO,SCB,VAFC,RAF,USLD,QRM,GF38,ASNL
29,TFC,PFC,AJA,ACA,FCSM,HAC,NO,PAUFC,DFCO,SMC,ASC,SCB,CNFC,EAG,VAFC,RAF,GF38,QRM,USLD,ASNL
30,TFC,PFC,ACA,AJA,FCSM,HAC,SMC,CNFC,PAUFC,NO,EAG,DFCO,ASC,SCB,VAFC,GF38,RAF,QRM,USLD,ASNL
31,TFC,ACA,PFC,AJA,FCSM,SMC,EAG,PAUFC,DFCO,HAC,ASC,CNFC,NO,SCB,VAFC,RAF,GF38,QRM,USLD,ASNL
32,TFC,ACA,AJA,PFC,FCSM,SMC,HAC,DFCO,PAUFC,EAG,ASC,CNFC,NO,SCB,VAFC,QRM,RAF,GF38,USLD,ASNL
33,TFC,ACA,AJA,PFC,FCSM,HAC,SMC,EAG,CNFC,ASC,DFCO,PAUFC,NO,SCB,VAFC,GF38,QRM,RAF,USLD,ASNL
34,TFC,ACA,AJA,PFC,FCSM,HAC,EAG,SMC,CNFC,NO,ASC,DFCO,PAUFC,SCB,GF38,VAFC,RAF,QRM,USLD,ASNL
35,TFC,ACA,AJA,FCSM,PFC,HAC,EAG,SMC,NO,CNFC,ASC,SCB,DFCO,GF38,PAUFC,VAFC,RAF,QRM,USLD,ASNL
36,TFC,ACA,AJA,FCSM,PFC,HAC,EAG,SMC,NO,CNFC,ASC,SCB,DFCO,GF38,PAUFC,VAFC,RAF,QRM,USLD,ASNL
