leagueMatchNb,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th
18,OGC NICE,AS MONACO,PARIS SG,OL,EA GUINGAMP,OM,RENNES,TOULOUSE FC,ASSE,BORDEAUX,MONTPELLIER,SC BASTIA,LOSC,NANCY,ANGERS SCO,FC NANTES,SM CAEN,FC METZ,DIJON FCO,FC LORIENT
19,OGC NICE,AS MONACO,PARIS SG,OL,EA GUINGAMP,OM,RENNES,ASSE,TOULOUSE FC,BORDEAUX,MONTPELLIER,FC NANTES,LOSC,NANCY,SC BASTIA,DIJON FCO,ANGERS SCO,FC METZ,SM CAEN,FC LORIENT
20,AS MONACO,OGC NICE,PARIS SG,OL,EA GUINGAMP,OM,RENNES,ASSE,TOULOUSE FC,BORDEAUX,FC NANTES,NANCY,MONTPELLIER,LOSC,SM CAEN,DIJON FCO,SC BASTIA,ANGERS SCO,FC METZ,FC LORIENT
21,AS MONACO,OGC NICE,PARIS SG,OL,EA GUINGAMP,ASSE,OM,RENNES,BORDEAUX,TOULOUSE FC,FC NANTES,NANCY,SM CAEN,MONTPELLIER,LOSC,FC METZ,DIJON FCO,SC BASTIA,ANGERS SCO,FC LORIENT
22,AS MONACO,OGC NICE,PARIS SG,OL,ASSE,OM,BORDEAUX,EA GUINGAMP,RENNES,TOULOUSE FC,LOSC,FC NANTES,SM CAEN,DIJON FCO,NANCY,MONTPELLIER,ANGERS SCO,FC METZ,SC BASTIA,FC LORIENT
23,AS MONACO,PARIS SG,OGC NICE,OL,ASSE,OM,BORDEAUX,EA GUINGAMP,RENNES,TOULOUSE FC,SM CAEN,NANCY,LOSC,MONTPELLIER,FC NANTES,FC METZ,DIJON FCO,ANGERS SCO,SC BASTIA,FC LORIENT
24,AS MONACO,PARIS SG,OGC NICE,OL,ASSE,OM,BORDEAUX,RENNES,EA GUINGAMP,TOULOUSE FC,FC METZ,SM CAEN,NANCY,FC NANTES,LOSC,MONTPELLIER,DIJON FCO,ANGERS SCO,SC BASTIA,FC LORIENT
25,AS MONACO,PARIS SG,OGC NICE,OL,ASSE,OM,BORDEAUX,EA GUINGAMP,TOULOUSE FC,RENNES,FC NANTES,MONTPELLIER,FC METZ,SM CAEN,DIJON FCO,ANGERS SCO,NANCY,LOSC,SC BASTIA,FC LORIENT
26,AS MONACO,PARIS SG,OGC NICE,OL,ASSE,OM,BORDEAUX,TOULOUSE FC,EA GUINGAMP,RENNES,MONTPELLIER,FC NANTES,ANGERS SCO,FC METZ,LOSC,SM CAEN,DIJON FCO,NANCY,SC BASTIA,FC LORIENT
27,AS MONACO,PARIS SG,OGC NICE,OL,BORDEAUX,ASSE,OM,RENNES,TOULOUSE FC,EA GUINGAMP,FC NANTES,ANGERS SCO,MONTPELLIER,SM CAEN,FC METZ,LOSC,NANCY,DIJON FCO,SC BASTIA,FC LORIENT
28,AS MONACO,PARIS SG,OGC NICE,OL,BORDEAUX,OM,ASSE,RENNES,TOULOUSE FC,ANGERS SCO,EA GUINGAMP,FC NANTES,MONTPELLIER,SM CAEN,FC METZ,LOSC,NANCY,DIJON FCO,SC BASTIA,FC LORIENT
29,AS MONACO,PARIS SG,OGC NICE,OL,OM,BORDEAUX,ASSE,EA GUINGAMP,RENNES,FC NANTES,TOULOUSE FC,ANGERS SCO,MONTPELLIER,LOSC,SM CAEN,FC METZ,DIJON FCO,NANCY,SC BASTIA,FC LORIENT
30,AS MONACO,PARIS SG,OGC NICE,OL,OM,BORDEAUX,ASSE,RENNES,ANGERS SCO,EA GUINGAMP,FC NANTES,TOULOUSE FC,FC METZ,LOSC,MONTPELLIER,SM CAEN,DIJON FCO,NANCY,SC BASTIA,FC LORIENT
31,AS MONACO,PARIS SG,OGC NICE,OL,OM,BORDEAUX,ASSE,EA GUINGAMP,FC NANTES,TOULOUSE FC,RENNES,ANGERS SCO,LOSC,FC METZ,MONTPELLIER,SM CAEN,DIJON FCO,NANCY,FC LORIENT,SC BASTIA
32,AS MONACO,PARIS SG,OGC NICE,OL,BORDEAUX,OM,ASSE,FC NANTES,TOULOUSE FC,EA GUINGAMP,RENNES,ANGERS SCO,LOSC,MONTPELLIER,FC METZ,SM CAEN,NANCY,FC LORIENT,DIJON FCO,SC BASTIA
33,AS MONACO,PARIS SG,OGC NICE,OL,BORDEAUX,OM,ASSE,EA GUINGAMP,RENNES,FC NANTES,TOULOUSE FC,MONTPELLIER,ANGERS SCO,LOSC,FC METZ,SM CAEN,NANCY,FC LORIENT,DIJON FCO,SC BASTIA
34,AS MONACO,PARIS SG,OGC NICE,BORDEAUX,OL,OM,ASSE,FC NANTES,RENNES,EA GUINGAMP,TOULOUSE FC,LOSC,MONTPELLIER,ANGERS SCO,FC METZ,FC LORIENT,SM CAEN,DIJON FCO,NANCY,SC BASTIA
35,AS MONACO,PARIS SG,OGC NICE,OL,BORDEAUX,OM,ASSE,FC NANTES,RENNES,EA GUINGAMP,LOSC,TOULOUSE FC,MONTPELLIER,ANGERS SCO,FC METZ,FC LORIENT,DIJON FCO,SM CAEN,NANCY,SC BASTIA
36,AS MONACO,PARIS SG,OGC NICE,OL,OM,BORDEAUX,ASSE,FC NANTES,EA GUINGAMP,RENNES,LOSC,TOULOUSE FC,FC METZ,ANGERS SCO,MONTPELLIER,SM CAEN,FC LORIENT,DIJON FCO,NANCY,SC BASTIA
37,AS MONACO,PARIS SG,OGC NICE,OL,OM,BORDEAUX,FC NANTES,ASSE,RENNES,EA GUINGAMP,TOULOUSE FC,LOSC,ANGERS SCO,FC METZ,MONTPELLIER,DIJON FCO,SM CAEN,FC LORIENT,SC BASTIA,NANCY
38,AS MONACO,PARIS SG,OGC NICE,OL,OM,BORDEAUX,FC NANTES,ASSE,RENNES,EA GUINGAMP,LOSC,ANGERS SCO,TOULOUSE FC,FC METZ,MONTPELLIER,DIJON FCO,SM CAEN,FC LORIENT,NANCY,SC BASTIA
