leagueMatchNb,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th
16,OL,PSG,OM,ASSE,VAFC,FCGB,SRFC,FCL,TFC,OGCN,LOSC,MHSC,SCB,SB29,SDR,FCSM,ACA,TEGG,ESTAC,ASNL
17,OL,PSG,OM,ASSE,FCGB,FCL,VAFC,OGCN,SRFC,LOSC,MHSC,TFC,ACA,TEGG,SCB,SB29,SDR,FCSM,ASNL,ESTAC
18,PSG,OL,OM,FCL,OGCN,SRFC,FCGB,ASSE,MHSC,VAFC,LOSC,TFC,SB29,ACA,TEGG,SCB,SDR,FCSM,ESTAC,ASNL
19,PSG,OL,OM,SRFC,FCL,VAFC,FCGB,LOSC,OGCN,ASSE,MHSC,TFC,SCB,SB29,SDR,ACA,TEGG,FCSM,ESTAC,ASNL
20,OL,PSG,OM,FCGB,OGCN,SRFC,FCL,LOSC,MHSC,VAFC,ASSE,TFC,SCB,SB29,ACA,SDR,FCSM,TEGG,ESTAC,ASNL
21,PSG,OL,OM,OGCN,SRFC,FCL,FCGB,ASSE,TFC,LOSC,VAFC,MHSC,SCB,SB29,FCSM,ACA,TEGG,SDR,ESTAC,ASNL
22,PSG,OL,OM,SRFC,FCGB,OGCN,ASSE,FCL,MHSC,TFC,LOSC,VAFC,SCB,SB29,ACA,FCSM,TEGG,SDR,ESTAC,ASNL
23,PSG,OL,OM,FCGB,OGCN,ASSE,SRFC,MHSC,FCL,LOSC,TFC,VAFC,SCB,ACA,SB29,TEGG,FCSM,SDR,ASNL,ESTAC
24,PSG,OL,OM,ASSE,SRFC,OGCN,FCGB,FCL,MHSC,LOSC,VAFC,TFC,ACA,SCB,SB29,SDR,TEGG,FCSM,ESTAC,ASNL
25,PSG,OL,OM,OGCN,ASSE,SRFC,FCL,MHSC,FCGB,LOSC,VAFC,TFC,ACA,FCSM,SCB,SB29,SDR,TEGG,ESTAC,ASNL
26,PSG,OL,OM,OGCN,ASSE,MHSC,SRFC,LOSC,FCL,FCGB,VAFC,TFC,ACA,SB29,FCSM,SCB,SDR,TEGG,ESTAC,ASNL
27,PSG,OL,OM,ASSE,OGCN,MHSC,LOSC,SRFC,FCL,FCGB,VAFC,TFC,SCB,ACA,SB29,SDR,FCSM,TEGG,ASNL,ESTAC
28,PSG,OL,OM,ASSE,OGCN,LOSC,MHSC,SRFC,FCGB,FCL,TFC,VAFC,ACA,SCB,SB29,TEGG,SDR,FCSM,ESTAC,ASNL
29,PSG,OL,OM,ASSE,OGCN,LOSC,MHSC,FCL,FCGB,SRFC,TFC,VAFC,ACA,SCB,TEGG,SDR,SB29,FCSM,ESTAC,ASNL
30,PSG,OM,OL,ASSE,LOSC,OGCN,MHSC,FCL,FCGB,SRFC,TFC,VAFC,SCB,ACA,TEGG,SDR,FCSM,SB29,ASNL,ESTAC
31,PSG,OM,ASSE,OL,LOSC,OGCN,MHSC,FCL,FCGB,SRFC,TFC,SCB,VAFC,ACA,SDR,FCSM,TEGG,ASNL,SB29,ESTAC
32,PSG,OM,OL,ASSE,OGCN,LOSC,MHSC,FCL,FCGB,SRFC,TFC,SCB,SDR,VAFC,ACA,TEGG,FCSM,ASNL,SB29,ESTAC
33,PSG,OM,OL,ASSE,LOSC,OGCN,FCL,MHSC,FCGB,SRFC,TFC,VAFC,SCB,SDR,ACA,TEGG,ASNL,FCSM,SB29,ESTAC
34,PSG,OM,OL,ASSE,LOSC,OGCN,FCL,MHSC,FCGB,SRFC,TFC,VAFC,SCB,SDR,ACA,ASNL,TEGG,FCSM,SB29,ESTAC
35,PSG,OM,OL,OGCN,ASSE,LOSC,MHSC,FCL,FCGB,TFC,SRFC,VAFC,SCB,SDR,ACA,FCSM,ASNL,TEGG,ESTAC,SB29
36,PSG,OM,OL,LOSC,OGCN,ASSE,FCL,FCGB,MHSC,TFC,VAFC,SRFC,SCB,FCSM,ACA,SDR,TEGG,ASNL,ESTAC,SB29
37,PSG,OM,OL,ASSE,LOSC,OGCN,FCL,MHSC,FCGB,TFC,SRFC,SCB,VAFC,SDR,TEGG,ACA,FCSM,ESTAC,ASNL,SB29
38,PSG,OM,OL,OGCN,ASSE,LOSC,FCGB,FCL,MHSC,TFC,VAFC,SCB,SRFC,SDR,FCSM,TEGG,ACA,ASNL,ESTAC,SB29
