leagueMatchNb,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th
11,OL,PARIS SG,OM,TOULOUSE FC,VAFC,ASSE,BORDEAUX,LOSC,RENNES,REIMS,FC LORIENT,SC BASTIA,BREST,MONTPELLIER,OGC NICE,AC AJACCIO,FCSM,Evian TG,TROYES,NANCY
12,OL,PARIS SG,OM,ASSE,VAFC,BORDEAUX,LOSC,TOULOUSE FC,RENNES,REIMS,FC LORIENT,AC AJACCIO,SC BASTIA,MONTPELLIER,OGC NICE,BREST,Evian TG,FCSM,TROYES,NANCY
13,OL,BORDEAUX,PARIS SG,OM,ASSE,VAFC,RENNES,LOSC,TOULOUSE FC,FC LORIENT,OGC NICE,BREST,REIMS,MONTPELLIER,AC AJACCIO,FCSM,SC BASTIA,Evian TG,TROYES,NANCY
14,OL,PARIS SG,OM,ASSE,BORDEAUX,VAFC,TOULOUSE FC,RENNES,LOSC,OGC NICE,FC LORIENT,MONTPELLIER,BREST,SC BASTIA,REIMS,AC AJACCIO,Evian TG,FCSM,TROYES,NANCY
15,OL,OM,ASSE,PARIS SG,VAFC,BORDEAUX,RENNES,TOULOUSE FC,OGC NICE,LOSC,FC LORIENT,SC BASTIA,MONTPELLIER,BREST,REIMS,AC AJACCIO,Evian TG,FCSM,TROYES,NANCY
16,OL,PARIS SG,OM,ASSE,VAFC,BORDEAUX,RENNES,FC LORIENT,TOULOUSE FC,OGC NICE,LOSC,MONTPELLIER,SC BASTIA,BREST,REIMS,FCSM,AC AJACCIO,Evian TG,TROYES,NANCY
17,OL,PARIS SG,OM,ASSE,BORDEAUX,FC LORIENT,VAFC,OGC NICE,RENNES,LOSC,MONTPELLIER,TOULOUSE FC,AC AJACCIO,Evian TG,SC BASTIA,BREST,REIMS,FCSM,NANCY,TROYES
18,PARIS SG,OL,OM,FC LORIENT,OGC NICE,RENNES,BORDEAUX,ASSE,MONTPELLIER,VAFC,LOSC,TOULOUSE FC,BREST,AC AJACCIO,Evian TG,SC BASTIA,REIMS,FCSM,TROYES,NANCY
19,PARIS SG,OL,OM,RENNES,FC LORIENT,VAFC,BORDEAUX,LOSC,OGC NICE,ASSE,MONTPELLIER,TOULOUSE FC,SC BASTIA,BREST,REIMS,AC AJACCIO,Evian TG,FCSM,TROYES,NANCY
20,OL,PARIS SG,OM,BORDEAUX,OGC NICE,RENNES,FC LORIENT,LOSC,MONTPELLIER,VAFC,ASSE,TOULOUSE FC,SC BASTIA,BREST,AC AJACCIO,REIMS,FCSM,Evian TG,TROYES,NANCY
21,PARIS SG,OL,OM,OGC NICE,RENNES,FC LORIENT,BORDEAUX,ASSE,TOULOUSE FC,LOSC,VAFC,MONTPELLIER,SC BASTIA,BREST,FCSM,AC AJACCIO,Evian TG,REIMS,TROYES,NANCY
22,PARIS SG,OL,OM,RENNES,BORDEAUX,OGC NICE,ASSE,FC LORIENT,MONTPELLIER,TOULOUSE FC,LOSC,VAFC,SC BASTIA,BREST,AC AJACCIO,FCSM,Evian TG,REIMS,TROYES,NANCY
23,PARIS SG,OL,OM,BORDEAUX,OGC NICE,ASSE,RENNES,MONTPELLIER,FC LORIENT,LOSC,TOULOUSE FC,VAFC,SC BASTIA,AC AJACCIO,BREST,Evian TG,FCSM,REIMS,NANCY,TROYES
24,PARIS SG,OL,OM,ASSE,RENNES,OGC NICE,BORDEAUX,FC LORIENT,MONTPELLIER,LOSC,VAFC,TOULOUSE FC,AC AJACCIO,SC BASTIA,BREST,REIMS,Evian TG,FCSM,TROYES,NANCY
25,PARIS SG,OL,OM,OGC NICE,ASSE,RENNES,FC LORIENT,MONTPELLIER,BORDEAUX,LOSC,VAFC,TOULOUSE FC,AC AJACCIO,FCSM,SC BASTIA,BREST,REIMS,Evian TG,TROYES,NANCY
26,PARIS SG,OL,OM,OGC NICE,ASSE,MONTPELLIER,RENNES,LOSC,FC LORIENT,BORDEAUX,VAFC,TOULOUSE FC,AC AJACCIO,BREST,FCSM,SC BASTIA,REIMS,Evian TG,TROYES,NANCY
27,PARIS SG,OL,OM,ASSE,OGC NICE,MONTPELLIER,LOSC,RENNES,FC LORIENT,BORDEAUX,VAFC,TOULOUSE FC,SC BASTIA,AC AJACCIO,BREST,REIMS,FCSM,Evian TG,NANCY,TROYES
28,PARIS SG,OL,OM,ASSE,OGC NICE,LOSC,MONTPELLIER,RENNES,BORDEAUX,FC LORIENT,TOULOUSE FC,VAFC,AC AJACCIO,SC BASTIA,BREST,Evian TG,REIMS,FCSM,TROYES,NANCY
29,PARIS SG,OL,OM,ASSE,OGC NICE,LOSC,MONTPELLIER,FC LORIENT,BORDEAUX,RENNES,TOULOUSE FC,VAFC,AC AJACCIO,SC BASTIA,Evian TG,REIMS,BREST,FCSM,TROYES,NANCY
30,PARIS SG,OM,OL,ASSE,LOSC,OGC NICE,MONTPELLIER,FC LORIENT,BORDEAUX,RENNES,TOULOUSE FC,VAFC,SC BASTIA,AC AJACCIO,Evian TG,REIMS,FCSM,BREST,NANCY,TROYES
31,PARIS SG,OM,ASSE,OL,LOSC,OGC NICE,MONTPELLIER,FC LORIENT,BORDEAUX,RENNES,TOULOUSE FC,SC BASTIA,VAFC,AC AJACCIO,REIMS,FCSM,Evian TG,NANCY,BREST,TROYES
32,PARIS SG,OM,OL,ASSE,OGC NICE,LOSC,MONTPELLIER,FC LORIENT,BORDEAUX,RENNES,TOULOUSE FC,SC BASTIA,REIMS,VAFC,AC AJACCIO,Evian TG,FCSM,NANCY,BREST,TROYES
33,PARIS SG,OM,OL,ASSE,LOSC,OGC NICE,FC LORIENT,MONTPELLIER,BORDEAUX,RENNES,TOULOUSE FC,VAFC,SC BASTIA,REIMS,AC AJACCIO,Evian TG,NANCY,FCSM,BREST,TROYES
34,PARIS SG,OM,OL,ASSE,LOSC,OGC NICE,FC LORIENT,MONTPELLIER,BORDEAUX,RENNES,TOULOUSE FC,VAFC,SC BASTIA,REIMS,AC AJACCIO,NANCY,Evian TG,FCSM,BREST,TROYES
35,PARIS SG,OM,OL,OGC NICE,ASSE,LOSC,MONTPELLIER,FC LORIENT,BORDEAUX,TOULOUSE FC,RENNES,VAFC,SC BASTIA,REIMS,AC AJACCIO,FCSM,NANCY,Evian TG,TROYES,BREST
36,PARIS SG,OM,OL,LOSC,OGC NICE,ASSE,FC LORIENT,BORDEAUX,MONTPELLIER,TOULOUSE FC,VAFC,RENNES,SC BASTIA,FCSM,AC AJACCIO,REIMS,Evian TG,NANCY,TROYES,BREST
37,PARIS SG,OM,OL,ASSE,LOSC,OGC NICE,FC LORIENT,MONTPELLIER,BORDEAUX,TOULOUSE FC,RENNES,SC BASTIA,VAFC,REIMS,Evian TG,AC AJACCIO,FCSM,TROYES,NANCY,BREST
38,PARIS SG,OM,OL,OGC NICE,ASSE,LOSC,BORDEAUX,FC LORIENT,MONTPELLIER,TOULOUSE FC,VAFC,SC BASTIA,RENNES,REIMS,FCSM,Evian TG,AC AJACCIO,NANCY,TROYES,BREST
