leagueMatchNb,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th
14,PSG,MHSC,LOSC,SRFC,OL,TFC,FCL,ASSE,SMC,OM,FCSM,TEGG,SB29,AJA,VAFC,ASNL,DFCO,FCGB,OGCN,ACA
15,MHSC,PSG,LOSC,SRFC,OL,TFC,FCL,ASSE,OM,SMC,FCSM,DFCO,TEGG,FCGB,SB29,AJA,VAFC,ASNL,OGCN,ACA
16,MHSC,PSG,LOSC,OL,SRFC,TFC,OM,ASSE,FCL,SMC,TEGG,FCGB,FCSM,DFCO,SB29,AJA,VAFC,OGCN,ASNL,ACA
17,MHSC,PSG,LOSC,OL,SRFC,TFC,ASSE,OM,FCL,FCGB,TEGG,SMC,AJA,FCSM,DFCO,SB29,VAFC,ASNL,OGCN,ACA
18,MHSC,PSG,LOSC,OL,ASSE,TFC,SRFC,OM,FCGB,FCL,SB29,TEGG,SMC,AJA,ASNL,FCSM,DFCO,OGCN,VAFC,ACA
19,PSG,MHSC,LOSC,OL,SRFC,OM,TFC,ASSE,FCL,FCGB,TEGG,SB29,VAFC,SMC,AJA,DFCO,OGCN,ASNL,FCSM,ACA
20,PSG,MHSC,LOSC,OL,SRFC,OM,ASSE,TFC,FCGB,FCL,SB29,TEGG,DFCO,VAFC,SMC,AJA,ASNL,OGCN,FCSM,ACA
21,PSG,MHSC,LOSC,OL,OM,SRFC,TFC,ASSE,FCGB,FCL,SB29,TEGG,ASNL,DFCO,ACA,VAFC,SMC,AJA,FCSM,OGCN
22,PSG,MHSC,LOSC,OL,OM,SRFC,ASSE,TFC,FCGB,FCL,SB29,VAFC,TEGG,SMC,ASNL,ACA,DFCO,OGCN,AJA,FCSM
23,PSG,MHSC,LOSC,OL,SRFC,ASSE,OM,TFC,FCGB,FCL,VAFC,TEGG,SMC,SB29,ASNL,DFCO,ACA,OGCN,AJA,FCSM
24,PSG,MHSC,LOSC,ASSE,OM,OL,SRFC,TFC,FCGB,VAFC,TEGG,SMC,FCL,SB29,DFCO,ASNL,ACA,AJA,OGCN,FCSM
25,MHSC,PSG,LOSC,ASSE,OL,SRFC,TFC,OM,FCGB,VAFC,TEGG,SB29,SMC,FCL,DFCO,ACA,OGCN,ASNL,AJA,FCSM
26,PSG,MHSC,LOSC,SRFC,ASSE,TFC,OL,OM,FCGB,TEGG,VAFC,SB29,SMC,FCL,DFCO,OGCN,ASNL,ACA,AJA,FCSM
27,PSG,MHSC,LOSC,ASSE,SRFC,TFC,OL,OM,FCGB,TEGG,VAFC,SB29,ACA,SMC,FCL,OGCN,ASNL,DFCO,AJA,FCSM
28,PSG,MHSC,LOSC,TFC,OL,ASSE,SRFC,FCGB,OM,TEGG,VAFC,FCL,SB29,ASNL,DFCO,ACA,SMC,OGCN,FCSM,AJA
29,MHSC,PSG,LOSC,TFC,OL,ASSE,SRFC,FCGB,OM,TEGG,VAFC,ASNL,DFCO,FCL,ACA,SB29,SMC,OGCN,FCSM,AJA
30,MHSC,PSG,LOSC,OL,TFC,ASSE,SRFC,FCGB,OM,TEGG,ASNL,VAFC,DFCO,FCL,ACA,OGCN,SB29,SMC,FCSM,AJA
31,MHSC,PSG,LOSC,OL,TFC,SRFC,ASSE,FCGB,OM,TEGG,ASNL,VAFC,OGCN,DFCO,SB29,SMC,ACA,FCL,FCSM,AJA
32,MHSC,PSG,LOSC,OL,TFC,SRFC,ASSE,FCGB,TEGG,OM,ASNL,VAFC,FCL,OGCN,SMC,DFCO,SB29,FCSM,ACA,AJA
33,MHSC,PSG,LOSC,OL,SRFC,ASSE,TFC,FCGB,TEGG,OM,ASNL,OGCN,VAFC,FCL,SMC,DFCO,ACA,SB29,FCSM,AJA
34,MHSC,PSG,LOSC,OL,SRFC,ASSE,TFC,FCGB,TEGG,ASNL,OM,VAFC,FCL,OGCN,SMC,DFCO,ACA,SB29,FCSM,AJA
35,MHSC,PSG,LOSC,OL,SRFC,ASSE,TFC,FCGB,TEGG,OM,ASNL,VAFC,FCL,SMC,OGCN,ACA,AJA,SB29,DFCO,FCSM
36,MHSC,PSG,LOSC,OL,SRFC,ASSE,FCGB,TFC,TEGG,OM,ASNL,VAFC,FCL,OGCN,SMC,ACA,FCSM,SB29,DFCO,AJA
37,MHSC,PSG,LOSC,OL,FCGB,ASSE,SRFC,TFC,TEGG,OM,ASNL,VAFC,OGCN,FCL,FCSM,SB29,SMC,ACA,DFCO,AJA
38,MHSC,PSG,LOSC,OL,FCGB,SRFC,ASSE,TFC,TEGG,OM,ASNL,VAFC,OGCN,FCSM,SB29,ACA,FCL,SMC,DFCO,AJA
